Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2wVDWtLKXunswWecARNILj,SOLO,SOLO,JENNIE,11/12/2018,169566,69,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:13:19Z,k-pop,"YG Entertainment, distributed through Interscope Records",0.751,0.642,3,-5.165,0,0.087,0.0861,0,0.0953,0.388,95.045,4
spotify:track:4ZxOuNHhpyOj4gv52MtQpT,As If It's Your Last,As If It's Your Last,BLACKPINK,6/22/2017,213264,77,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:13:24Z,k-pop,YG Entertainment,0.786,0.852,8,-2.687,1,0.0813,0.0687,0,0.0759,0.455,125.036,4
spotify:track:1HsSIPLTQT354yJcQGfEY3,Good Boy Gone Bad,minisode 2: Thursday's Child,TOMORROW X TOGETHER,5/9/2022,191038,65,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:13:50Z,k-pop,Republic Records - TXT,0.475,0.695,1,-5.919,1,0.102,0.0159,0,0.125,0.552,100.009,4
spotify:track:04CHEoMbrLOiX8co3EG5dO,Thursday's Child Has Far To Go,minisode 2: Thursday's Child,TOMORROW X TOGETHER,5/9/2022,211399,58,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:13:53Z,k-pop,Republic Records - TXT,0.631,0.762,11,-4.208,1,0.105,0.049,0,0.0926,0.668,167.14,4
spotify:track:5elW2CKSoqjYoJ32AGDxf1,Polaroid Love,DIMENSION : ANSWER,ENHYPEN,1/10/2022,184601,71,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-15T16:19:51Z,k-pop,BELIFT LAB,0.738,0.67,7,-3.766,0,0.0439,0.458,0,0.361,0.651,138.055,4
spotify:track:5YMXGBD6vcYP7IolemyLtK,Euphoria,Love Yourself 結 'Answer',BTS,8/24/2018,228615,72,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-15T16:19:56Z,k-pop,BIGHIT MUSIC,0.637,0.799,2,-4.518,1,0.0338,0.394,0,0.0921,0.57,104.996,4
spotify:track:37ZtpRBkHcaq6hHy0X98zn,I CAN'T STOP ME,Eyes Wide Open,TWICE,10/26/2020,205493,74,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-27T05:19:38Z,k-pop,Republic Records - TWICE,0.657,0.88,10,-3.672,0,0.102,0.121,0,0.463,0.769,150.084,4
spotify:track:1XnpzbOGptRwfJhZgLbmSr,Pretty Savage,THE ALBUM,BLACKPINK,10/2/2020,201122,72,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-27T05:19:44Z,k-pop,YG Entertainment/Interscope Records,0.701,0.556,9,-7.42,0,0.0414,0.00886,0.000122,0.106,0.333,152.045,4
spotify:track:308Ir17KlNdlrbVLHWhlLe,The Feels,Formula of Love: O+T=<3,TWICE,11/12/2021,198053,74,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-27T05:19:49Z,k-pop,Republic Records - TWICE,0.808,0.903,9,-2.179,1,0.0729,0.0899,0,0.0816,0.922,120.044,4
spotify:track:3dbLT62Cvs46Ju7a8gpr36,Savage,Savage - The 1st Mini Album,aespa,10/5/2021,238143,66,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-27T05:19:56Z,k-pop,SM Entertainment,0.727,0.879,9,-1.167,1,0.129,0.124,0.0000117,0.244,0.671,146.959,4
spotify:track:5FiXhM80sP4yg6tEnHkZZn,HWAA,I burn,i-dle,1/11/2021,197320,60,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-27T05:20:02Z,k-pop,Universal Music LLC,0.384,0.868,6,-3.226,0,0.0711,0.0458,0.00000582,0.0797,0.233,95.027,4
spotify:track:5VXSt0cvi5wtJTox0wKI4x,DUMB DUMB,XOXO,JEON SOMI,10/29/2021,147240,54,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-27T05:20:01Z,k-pop,THE BLACK LABEL/Interscope Records,0.852,0.749,2,-6.218,1,0.0488,0.0177,0.000133,0.0695,0.386,103.06,4
spotify:track:4pspYVQGFHLPEFgQPD1J7e,WANNABE,IT'z ME,ITZY,3/9/2020,191242,68,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-27T05:20:08Z,k-pop,Republic Records - ITZY,0.809,0.911,6,-4.41,0,0.0617,0.00795,0.000179,0.181,0.64,122.035,4
spotify:track:2zrhoHlFKxFTRF5aMyxMoQ,Next Level,Next Level,aespa,5/17/2021,221573,69,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-27T05:20:13Z,k-pop,SM Entertainment,0.82,0.852,11,-2.567,0,0.166,0.488,0.00000594,0.0907,0.82,109.036,4
spotify:track:2GyZkPeiJXXBqYY1ddtsjk,Dreams Come True,Girls - The 2nd Mini Album,aespa,7/8/2022,204933,56,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-15T16:20:00Z,k-pop,SM Entertainment / Warner Records,0.684,0.912,0,-0.205,1,0.0639,0.0762,0,0.304,0.556,98.992,4
spotify:track:4r34Yi0eltsu1tp6z4lq3x,XOXO,XOXO,JEON SOMI,10/29/2021,207650,54,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-15T16:20:04Z,k-pop,THE BLACK LABEL/Interscope Records,0.704,0.608,9,-6.339,1,0.0314,0.0717,0,0.13,0.527,144.959,4
spotify:track:7ypFllJwlotXBJfLjsXhvo,Dear Sputnik,The Chaos Chapter: FREEZE,TOMORROW X TOGETHER,5/31/2021,194912,55,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:13:57Z,k-pop,Republic Records - TXT,0.529,0.806,0,-3.8,0,0.0364,0.000184,0.00000487,0.27,0.492,125.09,4
spotify:track:1Z8TPHiKeCUyClxV6WTTIf,0X1=LOVESONG (I Know I Love You) feat. Seori,The Chaos Chapter: FREEZE,TOMORROW X TOGETHER;Seori,5/31/2021,202203,69,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:14:01Z,k-pop,Republic Records - TXT,0.584,0.836,0,-4.925,1,0.079,0.0558,0,0.0663,0.484,104.973,4
spotify:track:1ZPeaPDjQOOC8hw1mNjyjF,Pied Piper,Love Yourself 承 'Her',BTS,9/18/2017,245620,71,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-27T05:20:22Z,k-pop,BIGHIT MUSIC,0.583,0.712,2,-4.942,0,0.0326,0.2,0,0.268,0.778,94.051,4
spotify:track:69WpV0U7OMNFGyq8I63dcC,Given-Taken,BORDER : DAY ONE,ENHYPEN,11/30/2020,183090,71,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-15T16:20:10Z,k-pop,BELIFT LAB,0.631,0.649,8,-4.939,0,0.0377,0.17,0,0.321,0.459,108.07,4
spotify:track:2ecGP5xUE5126x6yHa7J6E,Can't You See Me?,The Dream Chapter: ETERNITY,TOMORROW X TOGETHER,5/18/2020,201445,59,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-15T16:20:16Z,k-pop,Republic Records - TXT,0.59,0.818,9,-2.988,0,0.0771,0.0584,0,0.205,0.664,139.925,4
spotify:track:2xtP8RNbo2BEMzLX7tK7aq,CRY FOR ME,CRY FOR ME,TWICE,12/18/2020,204167,69,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-15T16:20:21Z,k-pop,Republic Records - TWICE,0.702,0.692,10,-5.405,1,0.0539,0.0542,0,0.0877,0.419,144.896,4
spotify:track:18W2OWFsdGCjG7iA4iYpMw,Into the I-LAND,Into the I-LAND,I-LAND,6/26/2020,217322,61,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-15T16:20:14Z,k-pop,Genie Music Corporation,0.522,0.916,1,-4.766,1,0.0786,0.016,0,0.149,0.549,122.046,4
spotify:track:44tTqUi3xi7E28QLzHVdUA,Anti-Romantic,The Chaos Chapter: FREEZE,TOMORROW X TOGETHER,5/31/2021,215188,61,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:14:03Z,k-pop,Republic Records - TXT,0.641,0.489,0,-8.668,0,0.11,0.0509,0,0.071,0.206,142.977,4
spotify:track:0Q5VnK2DYzRyfqQRJuUtvi,LOVE DIVE,LOVE DIVE,IVE,4/5/2022,177186,71,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:14:08Z,k-pop,STARSHIP Entertainment,0.703,0.709,1,-4.169,0,0.0433,0.00379,0.0000543,0.333,0.538,117.941,4
spotify:track:56s2s5e8WuBsWVKnmz6J9L,BEAUTIFUL MONSTER,WE NEED LOVE,STAYC,7/19/2022,180000,52,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-27T05:20:29Z,k-pop,High Up Entertainment,0.594,0.647,6,-4.347,1,0.0834,0.121,0,0.352,0.511,82.321,4
spotify:track:1oen3GpTcA486fTHaT7neg,FOREVER 1,FOREVER 1 - The 7th Album,Girls' Generation,8/5/2022,202533,58,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-27T05:20:32Z,k-pop,SM Entertainment,0.615,0.871,9,-1.248,1,0.0516,0.0427,0,0.254,0.297,123.915,4
spotify:track:396FqjKmViUZ92Wmm4rx3i,Illusion,Girls - The 2nd Mini Album,aespa,7/8/2022,195053,61,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-27T05:20:34Z,k-pop,SM Entertainment / Warner Records,0.75,0.718,2,-2.817,0,0.0468,0.0814,0.0000175,0.322,0.592,90.027,4
spotify:track:5zwwW9Oq7ubSxoCGyW1nbY,Pink Venom,BORN PINK,BLACKPINK,9/15/2022,186964,74,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-27T05:20:39Z,k-pop,YG Entertainment/Interscope Records,0.684,0.751,4,-6.22,1,0.172,0.0126,0,0.189,0.747,180.054,4
spotify:track:0RDqNCRBGrSegk16Avfzuq,Talk that Talk,BETWEEN 1&2,TWICE,8/26/2022,177466,68,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-27T05:20:42Z,k-pop,Republic Records - TWICE,0.772,0.907,3,-2.438,0,0.124,0.136,0,0.334,0.783,119.973,4
spotify:track:65FftemJ1DbbZ45DUfHJXE,OMG,NewJeans 'OMG',NewJeans,1/2/2023,212253,79,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-27T05:20:45Z,k-pop,ADOR,0.804,0.771,9,-4.067,0,0.0433,0.357,0.00000307,0.108,0.739,126.956,4
spotify:track:5BXr7hYZQOeRttkeWYTq5S,ASAP,STAYDOM,STAYC,4/8/2021,194080,61,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-15T16:20:13Z,k-pop,High Up Entertainment,0.764,0.802,0,-4.217,1,0.0351,0.102,0,0.189,0.323,132.02,4
spotify:track:7n2FZQsaLb7ZRfRPfEeIvr,ELEVEN,ELEVEN,IVE,12/1/2021,178453,68,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:14:10Z,k-pop,STARSHIP Entertainment,0.828,0.731,9,-3.033,1,0.111,0.0617,0,0.048,0.587,119.978,4
spotify:track:0Vu5tjvXZX3qtzRiezxLi1,Pirate,Return of The Girl,EVERGLOW,12/1/2021,210013,54,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-27T05:20:50Z,"k-pop,noise music","Genie Music Corporation, Stone Music Entertainment",0.683,0.685,7,-5.381,1,0.0425,0.00195,0,0.0582,0.381,129.993,4
spotify:track:0LMdtBOxbVgrYoA4n0Vwvv,ROYAL,LOVE DIVE,IVE,4/5/2022,206226,54,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:14:12Z,k-pop,STARSHIP Entertainment,0.796,0.85,1,-2.987,1,0.102,0.0905,0.00000339,0.205,0.47,109.922,4
spotify:track:3Yp61j6axuQe4nxYWvbOXy,Frost,The Chaos Chapter: FREEZE,TOMORROW X TOGETHER,5/31/2021,194771,55,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:14:28Z,k-pop,Republic Records - TXT,0.776,0.746,5,-5.528,0,0.0532,0.00551,0,0.382,0.581,96.004,4
spotify:track:15Ocew2xtUZAtviIClOaPt,Magic,The Chaos Chapter: FIGHT OR ESCAPE,TOMORROW X TOGETHER,8/17/2021,159749,47,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:14:51Z,k-pop,Republic Records - TXT,0.681,0.88,8,-4.819,1,0.421,0.00303,0,0.32,0.506,108.087,4
spotify:track:1wcr8DjnN59Awev8nnKpQ4,Drunk-Dazed,BORDER : CARNIVAL,ENHYPEN,4/26/2021,193260,76,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:28:04Z,k-pop,BELIFT LAB,0.599,0.869,5,-5.174,0,0.0618,0.000707,0,0.0911,0.453,132.889,4
spotify:track:296nXCOv97WJNRWzIBQnoj,FEARLESS,FEARLESS,LE SSERAFIM,5/2/2022,168437,70,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-27T05:21:01Z,k-pop,SOURCE MUSIC,0.863,0.62,7,-7.167,1,0.135,0.0508,0.00324,0.129,0.432,103.971,4
spotify:track:21aOLk12MksET8AsbU0SI6,LO$ER=LO♡ER,The Chaos Chapter: FIGHT OR ESCAPE,TOMORROW X TOGETHER,8/17/2021,199919,68,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:28:06Z,k-pop,Republic Records - TXT,0.644,0.867,11,-4.18,0,0.0383,0.001,0,0.105,0.687,124.997,4
spotify:track:1zoyteFQmeUUqyOl2Xznpy,Tamed-Dashed,DIMENSION : DILEMMA,ENHYPEN,10/12/2021,196170,64,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:28:10Z,k-pop,BELIFT LAB,0.568,0.809,11,-3.869,0,0.0517,0.000253,0.0000333,0.151,0.709,155.029,4
spotify:track:6IqKFke4ZhKbGYULllEezY,Go Big or Go Home,DIMENSION : DILEMMA,ENHYPEN,10/12/2021,201707,66,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:28:11Z,k-pop,BELIFT LAB,0.766,0.844,10,-3.993,0,0.0575,0.0502,0,0.269,0.823,122.019,4
spotify:track:0iuZMy88H6vxDA2oaJNhJg,Perfect World,Perfect World,TWICE,7/28/2021,182680,59,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:28:19Z,k-pop,WM Japan,0.684,0.877,3,-2.322,0,0.0611,0.0477,0,0.344,0.599,134.98,4
spotify:track:3sroak7dIqGRGmC6VQVDtg,Kura Kura,Perfect World,TWICE,7/28/2021,227746,52,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:28:20Z,k-pop,WM Japan,0.734,0.714,7,-4.351,1,0.0986,0.166,0,0.0648,0.761,130.999,4
spotify:track:1Wrn6btrungVsBjyViLnuY,BETTER,Perfect World,TWICE,7/28/2021,223666,49,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:28:23Z,k-pop,WM Japan,0.768,0.698,6,-4.712,0,0.046,0.00123,0.00031,0.353,0.584,124.99,4
spotify:track:4aS8OY1JsRSBKGfnAkIOZH,You can't sit with us,6-Jan,SUNMI,8/6/2021,197413,0,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:28:27Z,k-pop,Abyss Company,0.61,0.761,2,-3.111,0,0.0432,0.0357,0,0.173,0.467,144.852,4
spotify:track:5awNIWVrh2ISfvPd5IUZNh,PTT (Paint The Town),[&],LOONA,6/28/2021,201120,34,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:28:34Z,k-pop,BlockBerry Creative,0.781,0.814,8,-2.437,1,0.1,0.0735,0.0000192,0.0565,0.546,124.028,4
spotify:track:7muTXW7kGytN3zdomku6FV,TAIL,TAIL,SUNMI,2/23/2021,190960,1,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-27T05:21:08Z,k-pop,Abyss Company,0.515,0.858,9,-3.136,1,0.19,0.0435,0.000018,0.0796,0.428,125.07,4
spotify:track:5zTp64MsWOTdAWWXK7zEPK,Zombie,HIDE & SEEK,PURPLE KISS,9/8/2021,200933,45,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:28:38Z,k-pop,RBW Inc.,0.736,0.915,6,-1.99,0,0.0766,0.0192,0,0.33,0.831,110.017,4
spotify:track:3gFcGnU4kTdMYLXDjH1TK8,RUN2U,YOUNG-LUV.COM,STAYC,2/21/2022,213426,59,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:28:51Z,k-pop,High Up Entertainment,0.722,0.676,11,-5.885,0,0.0829,0.000835,0.000012,0.321,0.362,129.943,4
spotify:track:7HGKvoju3ucB7UqVt1GoJu,YOUNG LUV,YOUNG-LUV.COM,STAYC,2/21/2022,206080,52,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:28:53Z,k-pop,High Up Entertainment,0.695,0.749,7,-4.187,0,0.0277,0.392,0.0000523,0.104,0.458,129.905,4
spotify:track:6GwtJzM3yffZ4FJ39QuUcE,Anymore,XOXO,JEON SOMI,10/29/2021,197701,49,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:29:01Z,k-pop,THE BLACK LABEL/Interscope Records,0.731,0.549,6,-6.749,0,0.0329,0.0154,0.00000912,0.0825,0.449,137.915,4
spotify:track:13KR2yNRDrbKwR3dOKCDl4,SO BAD,Star To A Young Culture,STAYC,11/12/2020,212264,57,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:29:07Z,k-pop,High Up Entertainment,0.557,0.906,7,-3.109,0,0.103,0.19,0,0.0616,0.616,168.978,4
spotify:track:2bZIDMpzVooosmPHn0tHnd,STEREOTYPE,STEREOTYPE,STAYC,9/6/2021,191695,59,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:29:11Z,k-pop,High Up Entertainment,0.605,0.805,6,-3.212,1,0.0641,0.313,0,0.659,0.738,148.298,4
spotify:track:35ylkTvU4CWnQVrYqsp2VQ,After Midnight,SWITCH ON,ASTRO,8/2/2021,190798,45,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-27T05:21:16Z,k-pop,fantagio music,0.672,0.924,5,-4.383,0,0.0823,0.0128,0,0.0821,0.75,117.025,4
spotify:track:3a4VCqofc7Wf7cqfZYu2Ad,Happy Death Day,Happy Death Day,Xdinary Heroes,12/6/2021,220396,0,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:29:16Z,"k-rock,k-pop,noise music",JYP Entertainment,0.677,0.841,9,-2.97,0,0.0813,0.0243,0,0.16,0.418,130.024,4
spotify:track:3XoYQvTJK5KT0ynrq7mcCN,MOA Diary (Dubaddu Wari Wari),The Chaos Chapter: FIGHT OR ESCAPE,TOMORROW X TOGETHER,8/17/2021,188276,55,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:29:18Z,k-pop,Republic Records - TXT,0.717,0.893,4,-4.54,1,0.181,0.074,0,0.141,0.575,113.922,4
spotify:track:2gYj9lubBorOPIVWsTXugG,After LIKE,After LIKE,IVE,8/22/2022,176973,71,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-01T05:29:20Z,k-pop,Starship Entertainment,0.68,0.922,0,-1.215,1,0.121,0.103,0,0.0877,0.799,125.014,4
spotify:track:1rqb2FCXVn2HNL1afJEnTr,9 and Three Quarters (Run Away),The Dream Chapter: MAGIC,TOMORROW X TOGETHER,10/21/2019,211866,64,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-02T23:32:02Z,k-pop,Republic Records - TXT,0.639,0.756,1,-4.42,1,0.0606,0.0055,0,0.13,0.531,128.931,4
spotify:track:4O7sUONPtqPBUKXuAMsoak,Can't We Just Leave the Monster Alive?,The Dream Chapter: MAGIC,TOMORROW X TOGETHER,10/21/2019,230040,51,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-02T23:32:12Z,k-pop,Republic Records - TXT,0.732,0.856,0,-4.89,1,0.0736,0.208,0,0.0956,0.655,109.022,4
spotify:track:72rUKYfdSaMVhgUhajRvrX,New Rules,The Dream Chapter: MAGIC,TOMORROW X TOGETHER,10/21/2019,174106,55,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-02T23:43:10Z,k-pop,Republic Records - TXT,0.762,0.791,2,-5.267,1,0.102,0.015,0.00000249,0.312,0.393,120.015,4
spotify:track:4bjfCjLU7FnyaqbB7FPLs9,NO LIE,reminiscence,EVERGLOW,2/3/2020,218373,42,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-08T03:58:07Z,"k-pop,noise music","Genie Music Corporation, Stone Music Entertainment",0.736,0.706,6,-3.506,1,0.0364,0.119,0,0.179,0.484,100.054,4
spotify:track:7iKDsPfLT0d5mu2htfMKBZ,Love To Hate Me,THE ALBUM,BLACKPINK,10/2/2020,171797,63,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-08T04:04:52Z,k-pop,YG Entertainment/Interscope Records,0.686,0.64,8,-5.491,1,0.159,0.0334,0,0.0801,0.597,162.225,4
spotify:track:4Ws314Ylb27BVsvlZOy30C,Lovesick Girls,THE ALBUM,BLACKPINK,10/2/2020,194765,71,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-08T04:04:56Z,k-pop,YG Entertainment/Interscope Records,0.654,0.707,6,-5.661,1,0.0664,0.00559,0,0.0873,0.448,127.97,4
