Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5XduJ06XvyvI6iwiAvHaqu,Miracle,Miracle,NEXZ,12/18/2023,200053,45,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-02-20T03:07:01Z,k-pop,Sony Music Labels Inc.,0.845,0.791,7,-1.946,1,0.0596,0.0519,0.00000204,0.0373,0.835,137.981,4
spotify:track:7n21DchMhEHga46iMecQHW,Madness,INCENSE,MOONBIN&SANHA(ASTRO),1/4/2023,177306,43,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-02-26T00:43:13Z,k-pop,Fantagio,0.718,0.752,6,-3.425,0,0.0338,0.0481,0,0.124,0.81,98.994,4
spotify:track:7seFYEt4Y5B7a0VH97vh8T,BITTER SWEET,BXX,PURPLE KISS,3/19/2024,174600,29,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-03-23T17:26:07Z,k-pop,RBW Inc.,0.743,0.901,0,-3.638,0,0.0489,0.045,0,0.169,0.63,126.039,4
spotify:track:6hxOGmCrTfCvc0FzpmgUVe,Silence,Villain : The End,DRIPPIN,11/15/2022,190506,24,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-04-19T00:38:12Z,k-pop,Woollim Entertainment,0.668,0.941,11,-1.503,0,0.0905,0.133,0,0.111,0.675,125.054,4
spotify:track:0vaxYDAuAO1nPolC6bQp7V,Midas Touch,Midas Touch,KISS OF LIFE,4/3/2024,162880,67,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-04-19T00:38:23Z,k-pop,S2 ENTERTAINMENT INC.,0.796,0.9,6,-3.049,1,0.052,0.0513,0,0.118,0.854,118.969,4
spotify:track:43BSk6dOW6THSGe4PyxNSn,Blue & Black,Blue & Black,HYOJUNG;ARIN;JANGWONYOUNG;LEESEO;SERIM;JUNGMO,6/28/2022,201346,35,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-04-23T22:40:05Z,,STARSHIP ENTERTAINMENT,0.693,0.871,11,-3.61,1,0.0606,0.00922,0,0.0691,0.589,140.05,4
spotify:track:5vYsQareJoW2jRJjiTFo6K,궁금해 (Next Page),I've IVE,IVE,4/10/2023,199226,49,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-04-23T22:53:18Z,k-pop,Starship Entertainment,0.792,0.755,7,-4.312,1,0.0461,0.124,0,0.0807,0.544,123.029,4
spotify:track:73XDntqg3Tj0QkV3gzEMwe,Effortless,Effortless,A.C.E,11/7/2023,182241,0,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-04-25T22:43:52Z,"k-pop,noise music",BEAT INTERACTIVE,0.837,0.767,5,-4.557,1,0.0948,0.0968,0,0.163,0.659,125.014,4
spotify:track:1K2cYJekjVTqjSPJdLhGQB,ERASE ME,PYGMALION,ONEUS,5/8/2023,189840,43,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-04-28T21:12:28Z,"k-pop,k-rock,noise music",RBW Inc.,0.653,0.732,11,-3.919,0,0.194,0.0135,0,0.0636,0.768,126.956,4
spotify:track:4gOwpU4kMZZNDWkoHYUj1Z,해야 (HEYA),IVE SWITCH,IVE,4/29/2024,189680,64,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-05-04T21:19:04Z,k-pop,Starship Entertainment,0.702,0.837,5,-3.447,0,0.0567,0.0297,0,0.227,0.685,91.986,4
spotify:track:1BAtAtx0VgWgAMROWK9WYf,Accendio,IVE SWITCH,IVE,4/29/2024,192013,61,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-05-04T21:19:08Z,k-pop,Starship Entertainment,0.759,0.875,0,-3.942,0,0.0646,0.0493,0,0.0997,0.662,140.011,4
spotify:track:00wTgWOnpWPlTvFsAkZBme,Blue Heart,IVE SWITCH,IVE,4/29/2024,187853,49,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-05-04T21:19:11Z,k-pop,Starship Entertainment,0.668,0.899,2,-4.306,1,0.0402,0.0352,0.00000398,0.155,0.587,154.954,4
spotify:track:5h0QtLzRxaGI9ujUMugAhr,Ice Queen,IVE SWITCH,IVE,4/29/2024,183226,49,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-05-04T21:19:15Z,k-pop,Starship Entertainment,0.82,0.65,1,-5.688,0,0.0867,0.371,0,0.0939,0.446,98.027,4
spotify:track:19rjGep5T6DeFqfzn0bPgM,WOW,IVE SWITCH,IVE,4/29/2024,178573,47,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-05-04T21:19:27Z,k-pop,Starship Entertainment,0.715,0.873,6,-4.086,0,0.0919,0.291,0,0.15,0.873,79.035,4
spotify:track:4hoBqEeOJbrmakqA2Oe4xs,RESET,IVE SWITCH,IVE,4/29/2024,161280,44,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-05-04T21:19:30Z,k-pop,Starship Entertainment,0.916,0.708,6,-5.639,1,0.241,0.597,0,0.191,0.863,117.099,4
spotify:track:6JlQqA7FDfqLbnpJBwypPe,Teeth,DARK MOON SPECIAL ALBUM <MEMORABILIA>,ENHYPEN,5/13/2024,191889,65,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-05-21T01:36:05Z,k-pop,BELIFT LAB,0.674,0.936,10,-2.018,0,0.0436,0.0029,0.0385,0.12,0.373,124.966,4
spotify:track:43ux825ezUqIIl782yZUbN,Badder Love - English Version,RIDE or DIE,EVNNE,6/17/2024,157546,30,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-06-22T06:07:40Z,"k-pop,noise music","Genie Music Corporation, Stone Music Entertainment",0.564,0.952,7,-3.514,1,0.0495,0.211,0,0.386,0.432,159.973,4
spotify:track:4DKDfm5OLW1dIOEAH76Zmg,WooAh HIP,MAMA THE IDOL,MAMADOL,1/28/2022,190160,36,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-07-09T00:34:25Z,k-pop,Genie Music Corporation,0.7,0.84,9,-2.801,0,0.0676,0.0315,0,0.159,0.637,122.003,4
spotify:track:0Md02V4hwKO5Vu5B7GD8tQ,FOREVER,FOREVER,BABYMONSTER,7/1/2024,212734,65,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-07-09T01:56:34Z,k-pop,YG Entertainment,0.833,0.704,0,-4.364,1,0.0502,0.102,0,0.101,0.644,129.986,4
spotify:track:5iL9B1OKNfpJSgkbvKngXI,1 Thing,Metamorphic,STAYC,7/1/2024,168106,43,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-07-23T22:39:03Z,k-pop,High Up Entertainment,0.809,0.748,11,-3.838,0,0.0389,0.0482,0,0.0487,0.834,140.018,4
spotify:track:7ecbsiAQ6PNdiAq0hplVZo,Blessed-Cursed,DIMENSION : ANSWER,ENHYPEN,1/10/2022,170805,65,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-08-09T04:42:42Z,k-pop,BELIFT LAB,0.604,0.886,4,-3.523,0,0.061,0.0925,0,0.596,0.401,127.098,4
spotify:track:6TWCOczft8rK1LiHfVPuRN,CALL CALL CALL!,WE MAKE YOU,SEVENTEEN,5/30/2018,199866,50,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-08-16T04:19:19Z,k-pop,PLEDIS ENTERTAINMENT,0.619,0.887,5,-3.676,0,0.246,0.113,0,0.0741,0.642,129.931,4
spotify:track:7dk7jxKBun1JQ2pPPBxDYl,Boyfriend,Cinderella at 2AM OST Part 4,YEONJUN,9/1/2024,202516,66,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-09-02T03:28:27Z,k-pop,Studio MaumC,0.815,0.557,5,-7.166,1,0.0318,0.109,0,0.089,0.482,114.019,4
spotify:track:5f2CcxzZoW7hNs1O8NhG6y,When I Get Old,When I Get Old,Christopher;CHUNG HA,10/20/2022,184732,54,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-09-08T20:01:28Z,"dansk pop,k-pop",Parlophone Denmark,0.746,0.62,9,-4.158,0,0.0313,0.262,0,0.189,0.686,127.436,4
spotify:track:6TzU11huC8Hz4FVEsvCeE7,Sparkling,"Bare&Rare, Pt. 1",CHUNG HA,7/11/2022,186906,0,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-09-08T20:02:51Z,k-pop,MNH ENTERTAINMENT,0.6,0.923,1,-1.926,0,0.105,0.166,0,0.32,0.712,160.025,4
spotify:track:53WD6QvMGh7wXQVP0U8Rnr,Blow,MAGIC MAN,Jackson Wang,9/9/2022,163933,0,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-09-10T00:05:38Z,k-pop,TEAM WANG records/88rising Music/Warner Records,0.535,0.586,7,-8.256,1,0.107,0.00437,0,0.0745,0.823,124.853,4
spotify:track:3zUxQpCyUrfEjz6Y07yg4b,My Way,SIS (Soft Is Strong),KATSEYE,8/16/2024,154987,79,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-09-10T02:55:44Z,k-pop,HYBE/Geffen,0.497,0.634,1,-5.107,0,0.0574,0.189,0,0.228,0.526,177.887,4
spotify:track:2Ih0CPdyK7SwbTUUkpun16,Tonight I Might,SIS (Soft Is Strong),KATSEYE,8/16/2024,156233,74,TRUE,dxgbydtxj4ernrimisfdo7p0h,2024-09-10T02:55:51Z,k-pop,HYBE/Geffen,0.67,0.703,0,-4.78,0,0.035,0.0184,0,0.407,0.514,120.036,4
spotify:track:3X76Lal4GwBFqriHz1FbLU,SOS,Love Tune,FIFTY FIFTY,9/20/2024,187507,56,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-09-22T02:56:17Z,k-pop,ATTRAKT,0.795,0.778,8,-5.032,1,0.0304,0.0852,0.00101,0.153,0.816,124.017,4
spotify:track:2CspwnypzT7rcWI9RfsoSb,Mantra,Mantra,JENNIE,10/10/2024,136627,74,TRUE,dxgbydtxj4ernrimisfdo7p0h,2024-10-12T15:04:04Z,k-pop,OA Entertainment/Columbia,0.894,0.725,10,-4.984,0,0.0432,0.00434,0.0000115,0.0815,0.838,116.988,4
spotify:track:3AXryyinIY17WLddIcNjwT,TTYL,TTYL,Loossemble,9/2/2024,183786,60,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-10-16T22:02:01Z,k-pop,HanGangMunHwa / ADA,0.593,0.97,1,-1.801,0,0.0602,0.0309,0.0000143,0.273,0.891,144.018,4
spotify:track:198zDKzyktXRG1PGpidY9h,DRIP,DRIP,BABYMONSTER,11/1/2024,180845,76,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-11-08T05:25:48Z,k-pop,YG Entertainment,0.862,0.687,6,-5.215,1,0.0702,0.065,0,0.0862,0.704,119.972,4
spotify:track:0Rq9lIn9fl4wiW9Tg72ifr,CLIK CLAK,DRIP,BABYMONSTER,11/1/2024,169073,68,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-11-08T05:25:53Z,k-pop,YG Entertainment,0.944,0.593,9,-6.956,1,0.124,0.0142,0.0000839,0.0401,0.417,135.01,4
spotify:track:27VnLN3KUpvEdKI8n1Zyid,Heaven,The Star Chapter: SANCTUARY,TOMORROW X TOGETHER,11/4/2024,154988,57,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-11-08T05:26:02Z,k-pop,Republic Records - TXT,0.753,0.66,4,-5.979,0,0.0535,0.199,0,0.194,0.881,121.948,4
spotify:track:3BQeCOUf7M9B7NEpx9r4qj,Over The Moon,The Star Chapter: SANCTUARY,TOMORROW X TOGETHER,11/4/2024,157149,64,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-11-08T05:26:06Z,k-pop,Republic Records - TXT,0.682,0.873,5,-3.672,0,0.123,0.0919,0,0.106,0.531,115.993,4
spotify:track:1ralgJao31DAneYNlYNsba,Resist (Not Gonna Run Away),The Star Chapter: SANCTUARY,TOMORROW X TOGETHER,11/4/2024,129735,54,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-11-08T05:26:18Z,k-pop,Republic Records - TXT,0.833,0.676,2,-5.27,1,0.0673,0.283,0,0.0798,0.649,115.969,4
spotify:track:2sl9KiihxhBtc4UKIjXChC,Higher Than Heaven,The Star Chapter: SANCTUARY,TOMORROW X TOGETHER,11/4/2024,161734,53,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-11-08T05:26:22Z,k-pop,Republic Records - TXT,0.752,0.67,9,-3.999,1,0.0909,0.345,0,0.0332,0.762,129.98,4
spotify:track:04A4WyCRyHQ8Nb3u3IsfzH,I Like It,ATE,Stray Kids,7/19/2024,148632,73,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-11-08T05:27:00Z,"k-pop,noise music",Republic Records - Stray Kids,0.796,0.847,5,-3.198,0,0.0545,0.0606,0,0.134,0.469,145.015,4
spotify:track:0djkJ3iAARXRCbfbwwVc3o,Love wins all,Love wins all,IU,1/24/2024,271080,68,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-11-15T05:30:04Z,"k-pop,k-ballad",EDAM Entertainment,0.496,0.447,0,-5.878,1,0.0317,0.82,0,0.098,0.315,101.132,4
spotify:track:7xuh3tFOyUadyh2Uqdv8ql,Love Story,Love Story [The Seasons: Rainbow of Lee Young Ji],TOMORROW X TOGETHER,11/15/2024,235502,52,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-11-16T01:09:08Z,k-pop,"Genie Music Corporation, Stone Music Entertainment",0.696,0.726,11,-6.275,1,0.0389,0.119,0,0.119,0.27,118.978,4
spotify:track:1z5ebC9238uGoBgzYyvGpQ,toxic till the end,rosie,ROSÉ,12/6/2024,156685,80,FALSE,dxgbydtxj4ernrimisfdo7p0h,2024-12-29T16:44:19Z,k-pop,Atlantic Records,0.413,0.604,7,-5.628,1,0.0999,0.0498,0,0.114,0.296,167.232,4
spotify:track:06BeeZaS4YArThfTMu80QS,Imaginary Friend,GOLD,ITZY,10/15/2024,202429,63,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-01-14T23:55:16Z,k-pop,Republic Records - ITZY,0.702,0.869,6,-3.533,0,0.0442,0.206,0,0.11,0.802,134.073,4
spotify:track:7yZv08uDBYKCw7poSL3Btb,Here,JIN LAB Project 7. [Here],JINJIN (ASTRO),10/25/2024,173600,32,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-02-03T23:46:30Z,k-rap,Fantagio,0.448,0.694,8,-6.781,1,0.0809,0.0135,0,0.187,0.322,111.429,3
spotify:track:2oIstUxIrFHP4DODJiGDkt,Let Me Know,Metamorphic,STAYC,7/1/2024,171753,34,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-03-02T22:04:51Z,k-pop,High Up Entertainment,0.689,0.744,6,-2.745,1,0.0322,0.154,0.0000407,0.0942,0.656,94.998,4
spotify:track:4QTDaL72TntzXCeoHrl6Cx,GIMME GIMME,Smoke Point,ALL(H)OURS,2/4/2025,171386,51,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-03-12T22:36:32Z,"noise music,k-pop,t-pop,k-rock",EDEN ENTERTAINMENT,0.673,0.943,1,-3.069,1,0.123,0.0118,0.0000279,0.365,0.611,137.001,4
spotify:track:5o4U0weUIAXolji4sEAnjI,Ash,HOT,LE SSERAFIM,3/14/2025,197853,67,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-03-17T22:42:43Z,k-pop,SOURCE MUSIC,0.695,0.87,0,-5.21,0,0.0389,0.323,0.00136,0.114,0.33,111.986,4
spotify:track:1Hw8WhXlRjfUFDMykf92gA,So Cynical (Badum),HOT,LE SSERAFIM,3/14/2025,155488,63,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-03-17T22:47:38Z,k-pop,SOURCE MUSIC,0.908,0.797,5,-6.445,0,0.311,0.056,0.00000385,0.0732,0.479,127.039,4
spotify:track:0wu7L2JkRqx2nFCSiYqcKy,Identity,HAUTE COUTURE,MISAMO,11/6/2024,140466,54,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-04-26T15:01:18Z,k-pop,WM Japan,0.873,0.805,0,-2.648,1,0.0571,0.121,0,0.187,0.585,112,4
spotify:track:0qkYuCno3SoU8vxkCdx0iJ,THUNDER,SEVENTEEN 5th Album 'HAPPY BURSTDAY',SEVENTEEN,5/26/2025,164040,68,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-05-29T04:43:00Z,k-pop,PLEDIS Entertainment,0.752,0.837,5,-4.996,0,0.0632,0.0332,0,0.0643,0.718,129.988,4
spotify:track:4uj7LoS14txqhRylMR4Fj1,Flashover,DESIRE : UNLEASH,ENHYPEN,6/5/2025,125677,64,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-06-07T02:06:23Z,k-pop,BELIFT LAB,0.711,0.804,8,-5.287,0,0.0373,0.11,0.000088,0.15,0.49,120.005,4
spotify:track:38pEX03GFZ0PfFDaOrpKOM,Bad Desire (With or Without You),DESIRE : UNLEASH,ENHYPEN,6/5/2025,141885,77,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-06-07T02:06:28Z,k-pop,BELIFT LAB,0.626,0.725,0,-4.866,0,0.105,0.234,0,0.12,0.665,155.877,4
spotify:track:48jRAABr5TxjWHvoNWClGG,Helium,DESIRE : UNLEASH,ENHYPEN,6/5/2025,162792,70,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-06-07T02:06:35Z,k-pop,BELIFT LAB,0.458,0.796,2,-5.663,0,0.0409,0.0258,0,0.0829,0.682,167.976,4
spotify:track:373C7aTyGRJw7sVT4UG6Fh,Girls Will Be Girls,Girls Will Be Girls,ITZY,6/9/2025,168013,64,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-06-10T15:48:00Z,k-pop,Republic Records - ITZY,0.776,0.906,1,-2.923,1,0.0992,0.043,0,0.0311,0.554,130.062,4
spotify:track:7t4Z19BqZ23ExgdiOP0nf6,LIKE YOU BETTER,From Our 20's,fromis_9,6/25/2025,185026,60,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-07-04T16:56:17Z,"k-pop,bubblegum pop","ASND ENTERTAINMENT CO., LTD",0.678,0.943,6,-2.746,1,0.162,0.0123,0,0.633,0.456,128.955,4
spotify:track:0XTt8RvNdO1zxxTf0L7ZLr,X,5x,ONEUS,6/30/2025,171000,50,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-07-08T22:55:49Z,"k-pop,k-rock,noise music",RBW Inc.,0.72,0.917,1,-3.208,0,0.0727,0.0102,0,0.0643,0.853,145.924,4
spotify:track:6BAtPw1YwjGnhB6WXH36gQ,Crazy Stupid Fun,ONE HEARTED,AMPERS&ONE,3/26/2024,206986,36,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-07-08T23:00:02Z,"k-pop,t-pop",FNC ENTERTAINMENT,0.735,0.835,11,-3.612,0,0.162,0.00117,0,0.287,0.603,123.983,4
spotify:track:26WwdBnRwJvQHioWu6mDyC,"U&I (feat. 조영배, J.ISA & OTAKON Friends)",U&I,U_Chae;조영배;J.ISA;OTAKON Friends,10/31/2024,204657,9,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-07-08T23:06:15Z,,JUNITY,0.573,0.722,4,-9.548,0,0.0424,0.000809,0.0000257,0.0575,0.464,145.939,4
spotify:track:2UjpQS69PkI3YqzYH0Zksi,BOY,STAYC Special Single [I WANT IT],STAYC,7/23/2025,181972,40,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-07-25T22:36:44Z,k-pop,High Up Entertainment,0.673,0.861,4,-3.144,1,0.0314,0.0154,0.000863,0.311,0.665,135.974,4
spotify:track:0jMpPkXZHfsIFQ6cOK4zEe,flipp!ng a coin,the Billage of perception : chapter one,Billlie,11/10/2021,195053,37,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-08-29T07:01:03Z,k-pop,MYSTIC STORY,0.751,0.888,10,-3.644,0,0.176,0.0281,0.0000964,0.12,0.786,124.959,4
spotify:track:32g63Iumwcy21B2W31onXw,Pisces,GAME PLAN,JEON SOMI,8/7/2023,167544,38,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-09-29T17:17:24Z,k-pop,THEBLACKLABEL/Interscope Records,0.762,0.709,11,-5.973,0,0.0392,0.0166,0,0.204,0.547,128.098,4
spotify:track:62H81Kwa6UuErMbu7NkJbF,Supernova,Supernova,JUNHEE,8/14/2025,150693,52,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-10-03T12:48:37Z,,"H&P Entertainment, PAN Entertainment",0.746,0.692,1,-5.746,0,0.0782,0.418,0,0.114,0.594,122.106,4
spotify:track:4i0HNuFEH6P6K4UnsY5uUh,Blue Valentine,Blue Valentine,NMIXX,10/13/2025,186000,77,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-10-24T17:17:34Z,k-pop,Republic Records - NMIXX,0.592,0.857,9,-3.967,1,0.345,0.161,0,0.0884,0.544,159.436,4
spotify:track:4fdolSsdFlJ6EKFu2BNuHj,Phoenix,Blue Valentine,NMIXX,10/13/2025,164000,63,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-10-24T17:17:40Z,k-pop,Republic Records - NMIXX,0.657,0.954,0,-4.254,1,0.041,0.00503,0.000223,0.0658,0.73,134.013,4
spotify:track:1Q89wi4LD9O9oU1gn0hL7Y,Shape of Love,Blue Valentine,NMIXX,10/13/2025,172000,61,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-10-24T17:17:50Z,k-pop,Republic Records - NMIXX,0.769,0.783,8,-5.146,1,0.0503,0.18,0,0.121,0.778,125.025,4
spotify:track:366hct4ncFRf5TOvEjMVuf,RUSH,With YOU-th,TWICE,2/23/2024,156306,52,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-10-27T16:21:52Z,k-pop,Republic Records - TWICE,0.718,0.759,11,-4.307,1,0.0387,0.0817,0.00000417,0.121,0.719,145.065,4
spotify:track:1Wr3KJN8y31KSsfi3WjVgv,Rizz,UXLXVE,XLOV,11/5/2025,141000,72,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-11-07T07:25:04Z,k-pop,Quarter Music,0.891,0.503,5,-5.338,0,0.0605,0.0421,0,0.114,0.414,134.98,4
spotify:track:4z7I0iaA063AFHeGElKap5,Biii:-P,UXLXVE,XLOV,11/5/2025,131000,70,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-11-08T07:02:12Z,k-pop,Quarter Music,0.793,0.693,11,-7.099,1,0.0706,0.0511,0.000158,0.529,0.699,145.052,4
spotify:track:3L5wYisClQZ30ercc1hdn6,Breath,A Violet to Remember,PURPLE KISS,11/16/2025,182000,46,FALSE,dxgbydtxj4ernrimisfdo7p0h,2025-11-17T03:05:52Z,k-pop,RBW Inc.,0.789,0.699,6,-4.319,1,0.0602,0.198,0,0.059,0.629,123.938,4
